assigned_cen	chr	window_start	window_end	window_midpoint	window_length_bp	selected_distinct_kmers	target_map_hits	cenhap_strength_units	cenhap_strength_blocks	block_bp	selected_kmers_per_100kb	target_map_hits_per_100kb	units_per_100kb	blocks_per_100kb
CEN4	Chr4	5650000	5749999	5699999	100000	674	12943	16	902	35463	674.000000	12943.000000	16.000000	902.000000
CEN4	Chr4	5675000	5774999	5724999	100000	738	11970	18	872	34542	738.000000	11970.000000	18.000000	872.000000
CEN4	Chr4	5700000	5799999	5749999	100000	693	11139	15	828	33291	693.000000	11139.000000	15.000000	828.000000
CEN4	Chr4	5725000	5824999	5774999	100000	697	11671	15	847	34535	697.000000	11671.000000	15.000000	847.000000
CEN4	Chr4	5750000	5849999	5799999	100000	780	11668	14	856	34178	780.000000	11668.000000	14.000000	856.000000
CEN4	Chr4	5775000	5874999	5824999	100000	798	11297	13	848	32617	798.000000	11297.000000	13.000000	848.000000
CEN4	Chr4	5800000	5899999	5849999	100000	795	11963	11	846	32548	795.000000	11963.000000	11.000000	846.000000
CEN4	Chr4	5825000	5924999	5874999	100000	900	12087	13	870	33367	900.000000	12087.000000	13.000000	870.000000
CEN4	Chr4	5850000	5949999	5899999	100000	812	13056	11	929	35952	812.000000	13056.000000	11.000000	929.000000
CEN4	Chr4	5875000	5974999	5924999	100000	728	14675	7	982	39600	728.000000	14675.000000	7.000000	982.000000
CEN4	Chr4	5900000	5999999	5949999	100000	784	15622	7	1058	42856	784.000000	15622.000000	7.000000	1058.000000
CEN4	Chr4	5925000	6024999	5974999	100000	642	15697	7	1087	43608	642.000000	15697.000000	7.000000	1087.000000
CEN4	Chr4	5950000	6049999	5999999	100000	622	15315	6	1093	43309	622.000000	15315.000000	6.000000	1093.000000
CEN4	Chr4	5975000	6074999	6024999	100000	734	15196	9	1098	42903	734.000000	15196.000000	9.000000	1098.000000
CEN4	Chr4	6000000	6099999	6049999	100000	599	14941	7	1080	42057	599.000000	14941.000000	7.000000	1080.000000
CEN4	Chr4	6025000	6124999	6074999	100000	673	15258	9	1054	41479	673.000000	15258.000000	9.000000	1054.000000
CEN4	Chr4	6050000	6149999	6099999	100000	569	16000	8	1055	42253	569.000000	16000.000000	8.000000	1055.000000
CEN4	Chr4	6075000	6174999	6124999	100000	903	14929	23	1007	40099	903.000000	14929.000000	23.000000	1007.000000
CEN4	Chr4	6100000	6199999	6149999	100000	917	13592	25	943	37540	917.000000	13592.000000	25.000000	943.000000
CEN4	Chr4	6100001	6200000	6150000	100000	917	13592	25	943	37540	917.000000	13592.000000	25.000000	943.000000
CEN5	Chr5	12700000	12799999	12749999	100000	1345	10249	44	724	28470	1345.000000	10249.000000	44.000000	724.000000
CEN5	Chr5	12725000	12824999	12774999	100000	685	9118	17	652	25514	685.000000	9118.000000	17.000000	652.000000
CEN5	Chr5	12750000	12849999	12799999	100000	673	8860	18	577	23331	673.000000	8860.000000	18.000000	577.000000
CEN5	Chr5	12775000	12874999	12824999	100000	634	8874	16	516	21695	634.000000	8874.000000	16.000000	516.000000
CEN5	Chr5	12800000	12899999	12849999	100000	818	9629	21	515	22524	818.000000	9629.000000	21.000000	515.000000
CEN5	Chr5	12825000	12924999	12874999	100000	1075	9580	35	496	21964	1075.000000	9580.000000	35.000000	496.000000
CEN5	Chr5	12850000	12949999	12899999	100000	1095	8870	35	492	21084	1095.000000	8870.000000	35.000000	492.000000
CEN5	Chr5	12875000	12974999	12924999	100000	1161	8749	36	523	21895	1161.000000	8749.000000	36.000000	523.000000
CEN5	Chr5	12900000	12999999	12949999	100000	1144	8351	36	538	21794	1144.000000	8351.000000	36.000000	538.000000
CEN5	Chr5	12925000	13024999	12974999	100000	713	9213	15	623	24772	713.000000	9213.000000	15.000000	623.000000
CEN5	Chr5	12950000	13049999	12999999	100000	739	9741	16	661	26352	739.000000	9741.000000	16.000000	661.000000
CEN5	Chr5	12975000	13074999	13024999	100000	823	8405	29	599	23486	823.000000	8405.000000	29.000000	599.000000
CEN5	Chr5	13000000	13099999	13049999	100000	1467	8113	62	545	21802	1467.000000	8113.000000	62.000000	545.000000
CEN5	Chr5	13025000	13124999	13074999	100000	1437	8978	58	565	23646	1437.000000	8978.000000	58.000000	565.000000
CEN5	Chr5	13050000	13149999	13099999	100000	1520	9258	57	571	24501	1520.000000	9258.000000	57.000000	571.000000
CEN5	Chr5	13075000	13174999	13124999	100000	1393	10665	50	622	27524	1393.000000	10665.000000	50.000000	622.000000
CEN5	Chr5	13100000	13199999	13149999	100000	1431	11190	50	711	30242	1431.000000	11190.000000	50.000000	711.000000
CEN5	Chr5	13125000	13224999	13174999	100000	1555	9893	62	679	27421	1555.000000	9893.000000	62.000000	679.000000
CEN5	Chr5	13150000	13249999	13199999	100000	1651	8610	71	663	25148	1651.000000	8610.000000	71.000000	663.000000
CEN5	Chr5	13175000	13274999	13224999	100000	1480	7581	68	648	23113	1480.000000	7581.000000	68.000000	648.000000
CEN5	Chr5	13200000	13299999	13249999	100000	1607	8038	66	635	23582	1607.000000	8038.000000	66.000000	635.000000
CEN5	Chr5	13225000	13324999	13274999	100000	1640	8731	67	680	25499	1640.000000	8731.000000	67.000000	680.000000
CEN5	Chr5	13250000	13349999	13299999	100000	1629	9063	64	669	25374	1629.000000	9063.000000	64.000000	669.000000
CEN5	Chr5	13275000	13374999	13324999	100000	1104	9093	43	691	26438	1104.000000	9093.000000	43.000000	691.000000
CEN5	Chr5	13300000	13399999	13349999	100000	806	7618	34	653	23768	806.000000	7618.000000	34.000000	653.000000
CEN5	Chr5	13325000	13424999	13374999	100000	729	6508	33	560	21007	729.000000	6508.000000	33.000000	560.000000
CEN5	Chr5	13350000	13449999	13399999	100000	1017	6999	33	597	22952	1017.000000	6999.000000	33.000000	597.000000
CEN5	Chr5	13375000	13474999	13424999	100000	1022	8545	25	670	26210	1022.000000	8545.000000	25.000000	670.000000
CEN5	Chr5	13400000	13499999	13449999	100000	921	9932	19	741	29558	921.000000	9932.000000	19.000000	741.000000
CEN5	Chr5	13425000	13524999	13474999	100000	880	10853	20	804	31559	880.000000	10853.000000	20.000000	804.000000
CEN5	Chr5	13450000	13549999	13499999	100000	748	10484	17	769	30013	748.000000	10484.000000	17.000000	769.000000
CEN5	Chr5	13475000	13574999	13524999	100000	600	9249	12	685	26457	600.000000	9249.000000	12.000000	685.000000
CEN5	Chr5	13500000	13599999	13549999	100000	855	9120	15	640	24845	855.000000	9120.000000	15.000000	640.000000
CEN5	Chr5	13525000	13624999	13574999	100000	789	9538	14	606	24571	789.000000	9538.000000	14.000000	606.000000
CEN5	Chr5	13550000	13649999	13599999	100000	798	11008	13	621	26661	798.000000	11008.000000	13.000000	621.000000
CEN5	Chr5	13575000	13674999	13624999	100000	832	12034	15	641	28635	832.000000	12034.000000	15.000000	641.000000
CEN5	Chr5	13600000	13699999	13649999	100000	888	12494	14	655	30153	888.000000	12494.000000	14.000000	655.000000
CEN5	Chr5	13625000	13724999	13674999	100000	881	12436	15	690	31138	881.000000	12436.000000	15.000000	690.000000
CEN5	Chr5	13650000	13749999	13699999	100000	945	11738	19	734	31283	945.000000	11738.000000	19.000000	734.000000
CEN5	Chr5	13675000	13774999	13724999	100000	785	11070	19	751	30594	785.000000	11070.000000	19.000000	751.000000
CEN5	Chr5	13700000	13799999	13749999	100000	838	9519	20	723	27461	838.000000	9519.000000	20.000000	723.000000
CEN5	Chr5	13725000	13824999	13774999	100000	832	8116	29	670	24392	832.000000	8116.000000	29.000000	670.000000
CEN5	Chr5	13750000	13849999	13799999	100000	1061	8110	34	629	23413	1061.000000	8110.000000	34.000000	629.000000
CEN5	Chr5	13775000	13874999	13824999	100000	865	9279	28	645	24963	865.000000	9279.000000	28.000000	645.000000
CEN5	Chr5	13800000	13899999	13849999	100000	826	11198	28	701	28124	826.000000	11198.000000	28.000000	701.000000
CEN5	Chr5	13825000	13924999	13874999	100000	609	13195	20	772	31856	609.000000	13195.000000	20.000000	772.000000
CEN5	Chr5	13850000	13949999	13899999	100000	971	12847	36	772	31408	971.000000	12847.000000	36.000000	772.000000
CEN5	Chr5	13875000	13974999	13924999	100000	1442	11825	48	748	29879	1442.000000	11825.000000	48.000000	748.000000
CEN5	Chr5	13900000	13999999	13949999	100000	1560	11075	56	747	29425	1560.000000	11075.000000	56.000000	747.000000
CEN5	Chr5	13925000	14024999	13974999	100000	1456	10459	54	748	28897	1456.000000	10459.000000	54.000000	748.000000
CEN5	Chr5	13950000	14049999	13999999	100000	1336	10545	40	763	29580	1336.000000	10545.000000	40.000000	763.000000
CEN5	Chr5	13975000	14074999	14024999	100000	721	10409	12	779	29482	721.000000	10409.000000	12.000000	779.000000
CEN5	Chr5	14000000	14099999	14049999	100000	849	10899	13	779	30160	849.000000	10899.000000	13.000000	779.000000
CEN5	Chr5	14025000	14124999	14074999	100000	910	12602	14	784	32340	910.000000	12602.000000	14.000000	784.000000
CEN5	Chr5	14050000	14149999	14099999	100000	923	14410	16	780	34323	923.000000	14410.000000	16.000000	780.000000
CEN5	Chr5	14075000	14174999	14124999	100000	946	16034	15	808	37736	946.000000	16034.000000	15.000000	808.000000
CEN5	Chr5	14100000	14199999	14149999	100000	961	16256	17	801	38353	961.000000	16256.000000	17.000000	801.000000
CEN5	Chr5	14125000	14224999	14174999	100000	939	13777	20	781	35089	939.000000	13777.000000	20.000000	781.000000
CEN5	Chr5	14150000	14249999	14199999	100000	987	12600	21	803	34450	987.000000	12600.000000	21.000000	803.000000
CEN5	Chr5	14175000	14274999	14224999	100000	1081	10762	24	740	30453	1081.000000	10762.000000	24.000000	740.000000
CEN5	Chr5	14200000	14299999	14249999	100000	1093	9993	25	723	28925	1093.000000	9993.000000	25.000000	723.000000
CEN5	Chr5	14225000	14324999	14274999	100000	929	11483	23	739	31281	929.000000	11483.000000	23.000000	739.000000
CEN5	Chr5	14250000	14349999	14299999	100000	858	12213	25	748	32506	858.000000	12213.000000	25.000000	748.000000
CEN5	Chr5	14275000	14374999	14324999	100000	1514	12662	60	738	32398	1514.000000	12662.000000	60.000000	738.000000
CEN5	Chr5	14300000	14399999	14349999	100000	1417	12754	55	709	31446	1417.000000	12754.000000	55.000000	709.000000
CEN5	Chr5	14300001	14400000	14350000	100000	1417	12754	55	709	31446	1417.000000	12754.000000	55.000000	709.000000
